Year Month,Postal Code,Customer Class,Total Gallons
202006,78750,Irrigation - City of Austin,33700
202006,78750,City of Austin,609900
202006,78750,Austin Water Utility,792900
202006,78750,Irrigation - Commercial,4928700
202006,78751,Commercial,12507900
202006,78751,Irrigation - City of Austin,17500
202006,78751,City of Austin,41800
202006,78751,Irrigation - Commercial,838600
202006,78752,Irrigation - City of Austin,0
202006,78752,City of Austin,50600
202006,78752,Commercial,15025100
202006,78752,Irrigation - Commercial,3847600
202006,78753,City of Austin,68700
202006,78753,Irrigation - City of Austin,416700
202006,78753,Commercial,26308500
202006,78753,Austin Water Utility,102200
202006,78753,Irrigation - Commercial,10232500
202006,78754,Austin Water Utility,0
202006,78754,Commercial,11160800
202006,78754,Irrigation - City of Austin,300
202006,78754,Irrigation - Commercial,5674600
202006,78754,Large Volume,191887500
202006,78754,City of Austin,280300
202006,78756,Irrigation - Commercial,817500
202006,78756,Austin Water Utility,12800
202006,78756,Commercial,7580900
202006,78756,City of Austin,662200
202006,78757,Irrigation - City of Austin,0
202006,78757,Commercial,13312900
202006,78757,Irrigation - Commercial,1373900
202006,78757,City of Austin,199000
202006,78758,Irrigation - Commercial,13254900
202006,78758,Irrigation - City of Austin,0
202006,78758,Commercial,50012100
202006,78758,City of Austin,5562400
202006,78759,Commercial,30980800
202006,78759,Austin Water Utility,0
202006,78759,City of Austin,149200
202006,78759,Irrigation - City of Austin,1300
202006,78759,Irrigation - Commercial,14802200
202007,78613,Irrigation - Commercial,2576900
202007,78613,Commercial,3478400
202007,78613,Austin Water Utility,22000
202007,78617,City of Austin,13127500
202007,78617,Austin Water Utility,27300
202007,78617,Commercial,13209900
202007,78617,Irrigation - Commercial,2598600
202007,78617,Irrigation - City of Austin,194300
202007,78640,Commercial,237000
202007,78652,Irrigation - Commercial,769700
202007,78652,Commercial,308600
202007,78653,Commercial,1550500
202007,78653,Wholesale,0
202007,78653,Irrigation - Commercial,1783700
202007,78660,Commercial,9150700
202007,78660,Irrigation - City of Austin,0
202007,78660,Austin Water Utility,0
202007,78660,Wholesale,27680100
202007,78660,Irrigation - Commercial,3988000
202007,78681,Irrigation - Commercial,284000
202007,78681,Commercial,2283700
202007,78701,Austin Water Utility,183300
202007,78701,City of Austin,18570400
202007,78701,Irrigation - City of Austin,804100
202007,78701,Large Volume,957000
202007,78701,Commercial,58794800
202007,78701,Irrigation - Commercial,4918300
202007,78702,Commercial,19570800
202007,78702,City of Austin,3846200
202007,78702,Austin Water Utility,57000
202007,78702,Irrigation - Commercial,3117600
202007,78702,Irrigation - City of Austin,354100
202007,78703,Irrigation - City of Austin,293700
202007,78703,Irrigation - Commercial,2099500
202007,78703,Commercial,6546200
202007,78703,City of Austin,1444200
202007,78703,Austin Water Utility,11000
202007,78704,City of Austin,1442900
202007,78704,Irrigation - City of Austin,387700
202007,78704,Irrigation - Commercial,6454300
202007,78704,Commercial,28247500
202007,78704,Austin Water Utility,4700
202007,78705,City of Austin,82300
202007,78705,Austin Water Utility,4300
202007,78705,Irrigation - Commercial,5829800
202007,78705,Irrigation - City of Austin,5000
202007,78705,Large Volume,2031500
202007,78705,Commercial,24278100
202007,78712,Irrigation - Large Volume,5872000
202007,78712,Commercial,6984000
202007,78712,Large Volume,12874400
202007,78712,Irrigation - Commercial,3987300
202007,78717,Irrigation - City of Austin,0
202007,78717,Commercial,6582500
202007,78717,Austin Water Utility,1100
202007,78717,City of Austin,13600
202007,78717,Irrigation - Commercial,16600500
202007,78719,Irrigation - City of Austin,127600
202007,78719,City of Austin,4319700
202007,78719,Austin Water Utility,644700
202007,78719,Wholesale,2011100
202007,78719,Commercial,4887700
202007,78719,Irrigation - Commercial,664400
202007,78721,Irrigation - City of Austin,211700
202007,78721,Commercial,5501600
202007,78721,City of Austin,1094900
202007,78721,Irrigation - Commercial,1552300
202007,78721,Austin Water Utility,3800
202007,78722,City of Austin,9100
202007,78722,Commercial,3320500
202007,78722,Irrigation - Commercial,2097400
202007,78722,Irrigation - City of Austin,94400
202007,78723,City of Austin,4243900
202007,78723,Austin Water Utility,79400
202007,78723,Commercial,15223900
202007,78723,Irrigation - City of Austin,89000
202007,78723,Irrigation - Commercial,6133200
202007,78724,Commercial,10939800
202007,78724,Irrigation - Commercial,11086700
202007,78724,Austin Water Utility,200
202007,78724,City of Austin,11652400
202007,78724,Irrigation - City of Austin,9500
202007,78725,Large Volume,37123000
202007,78725,City of Austin,345200
202007,78725,Irrigation - Commercial,628500
202007,78725,Commercial,7909900
202007,78725,Wholesale,1000500
202007,78725,Austin Water Utility,233300
202007,78726,Irrigation - Commercial,4845100
202007,78726,Austin Water Utility,0
202007,78726,City of Austin,19200
202007,78726,Commercial,4189300
202007,78727,Commercial,18026300
202007,78727,City of Austin,64800
202007,78727,Irrigation - Commercial,10750000
202007,78727,Irrigation - City of Austin,0
202007,78728,Wholesale,45093600
202007,78728,Commercial,9437400
202007,78728,Irrigation - Commercial,6589200
202007,78729,Commercial,10963000
202007,78729,Irrigation - City of Austin,0
202007,78729,Wholesale,34828700
202007,78729,Irrigation - Commercial,7416800
202007,78729,City of Austin,80200
202007,78730,Irrigation - Commercial,9298300
202007,78730,City of Austin,6800
202007,78730,Commercial,3340200
202007,78731,Irrigation - City of Austin,251300
202007,78731,Irrigation - Commercial,5950500
202007,78731,Austin Water Utility,0
202007,78731,City of Austin,43300
202007,78731,Commercial,15102500
202007,78732,Austin Water Utility,0
202007,78732,Commercial,82700
202007,78735,Irrigation - Commercial,8240500
202007,78735,Wholesale,857300
202007,78735,Large Volume,22642000
202007,78735,Commercial,7153400
202007,78735,Austin Water Utility,0
202007,78735,City of Austin,136000
202007,78736,Irrigation - Commercial,747000
202007,78736,Commercial,1824200
202007,78737,Commercial,314600
202007,78737,Irrigation - Commercial,446200
202007,78737,Wholesale,532200
202007,78739,City of Austin,18100
202007,78739,Wholesale,7830000
202007,78739,Irrigation - City of Austin,200
202007,78739,Irrigation - Commercial,1628400
202007,78739,Commercial,451500
202007,78741,Large Volume,39821000
202007,78741,Irrigation - Commercial,7621400
202007,78741,City of Austin,1250400
202007,78741,Irrigation - City of Austin,2443700
202007,78741,Commercial,18296100
202007,78741,Austin Water Utility,0
202007,78742,Austin Water Utility,0
202007,78742,Commercial,1127100
202007,78742,Irrigation - Commercial,91500
202007,78742,City of Austin,2600
202007,78744,City of Austin,379900
202007,78744,Wholesale,1222000
202007,78744,Irrigation - Commercial,20478900
202007,78744,Commercial,30356200
202007,78744,Irrigation - City of Austin,4067200
202007,78744,Austin Water Utility,424000
202007,78745,Wholesale,5080500
202007,78745,City of Austin,1297200
202007,78745,Irrigation - Commercial,7536100
202007,78745,Commercial,27313700
202007,78745,Irrigation - City of Austin,187100
202007,78746,City of Austin,1766400
202007,78746,Irrigation - City of Austin,28500
202007,78746,Austin Water Utility,335300
202007,78746,Irrigation - Commercial,6338300
202007,78746,Commercial,13922700
202007,78746,Wholesale,108812300
202007,78747,Irrigation - Commercial,3079700
202007,78747,Wholesale,2551700
202007,78747,Austin Water Utility,0
202007,78747,Commercial,3551300
202007,78748,Commercial,14910300
202007,78748,Wholesale,544500
202007,78748,City of Austin,32000
202007,78748,Irrigation - City of Austin,20200
202007,78748,Irrigation - Commercial,13609400
202007,78749,City of Austin,156100
202007,78749,Commercial,10309300
202007,78749,Wholesale,1705400
202007,78749,Irrigation - Commercial,14400600
202007,78749,Austin Water Utility,500
202007,78749,Irrigation - City of Austin,0
202007,78750,Irrigation - Commercial,7560700
202007,78750,Austin Water Utility,1426700
202007,78750,Irrigation - City of Austin,50000
202007,78750,City of Austin,370400
202007,78750,Commercial,10035500
202007,78751,Commercial,15114100
202007,78751,Irrigation - City of Austin,24400
202007,78751,City of Austin,148400
202007,78751,Irrigation - Commercial,1625700
202007,78752,City of Austin,57900
202007,78752,Irrigation - City of Austin,0
202007,78752,Commercial,17897800
202007,78752,Irrigation - Commercial,5114500
202007,78753,City of Austin,54900
202007,78753,Irrigation - City of Austin,419100
202007,78753,Austin Water Utility,10700
202007,78753,Commercial,31519900
202007,78753,Irrigation - Commercial,15079700
202007,78754,Austin Water Utility,0
202007,78754,Irrigation - Commercial,9134300
202007,78754,Irrigation - City of Austin,300
202007,78754,Large Volume,239142400
202007,78754,Commercial,11994100
202007,78754,City of Austin,362500
202007,78756,Commercial,8818900
202007,78756,City of Austin,238100
202007,78756,Austin Water Utility,11300
202007,78756,Irrigation - Commercial,1228400
202007,78757,City of Austin,244700
202007,78757,Irrigation - City of Austin,0
202007,78757,Irrigation - Commercial,1442100
202007,78757,Commercial,14610000
202007,78758,City of Austin,5686200
202007,78758,Irrigation - Commercial,20294000
202007,78758,Commercial,55588600
202007,78758,Irrigation - City of Austin,0
202007,78759,Commercial,34923100
202007,78759,Irrigation - City of Austin,1600
202007,78759,Irrigation - Commercial,19006800
202007,78759,Austin Water Utility,0
202007,78759,City of Austin,202200
202008,78613,Commercial,3784900
202008,78613,Irrigation - Commercial,1972200
202008,78613,Austin Water Utility,20000
202008,78617,Austin Water Utility,286000
202008,78617,City of Austin,13320100
202008,78617,Irrigation - City of Austin,251500
202008,78617,Commercial,13368100
202008,78617,Irrigation - Commercial,3342900
202008,78640,Commercial,200
202008,78652,Commercial,199700
202008,78652,Irrigation - Commercial,673900
202008,78653,Commercial,1653900
202008,78653,Wholesale,3000
202008,78653,Irrigation - Commercial,1384500
202008,78660,Wholesale,32642200
202008,78660,Austin Water Utility,0
202008,78660,Irrigation - City of Austin,0
202008,78660,Commercial,9397500
202008,78660,Irrigation - Commercial,4160800
202008,78681,Commercial,941400
202008,78681,Irrigation - Commercial,231500
202008,78701,Commercial,60452600
202008,78701,Irrigation - Commercial,5491800
202008,78701,Large Volume,764000
202008,78701,Irrigation - City of Austin,455300
202008,78701,Austin Water Utility,183400
202008,78701,City of Austin,18691300
202008,78702,City of Austin,3526000
202008,78702,Irrigation - City of Austin,489800
202008,78702,Austin Water Utility,36000
202008,78702,Commercial,19897000
202008,78702,Irrigation - Commercial,3250100
202008,78703,Commercial,11344300
202008,78703,Irrigation - Commercial,3065700
202008,78703,City of Austin,2395900
202008,78703,Irrigation - City of Austin,385100
202008,78703,Austin Water Utility,10500
202008,78704,City of Austin,1672600
202008,78704,Commercial,30930000
202008,78704,Austin Water Utility,0
202008,78704,Irrigation - City of Austin,412100
202008,78704,Irrigation - Commercial,7211600
202008,78705,Austin Water Utility,4700
202008,78705,City of Austin,95800
202008,78705,Commercial,23254500
202008,78705,Irrigation - City of Austin,4400
202008,78705,Irrigation - Commercial,4830200
202008,78705,Large Volume,1217100
202008,78712,Irrigation - Large Volume,3672000
202008,78712,Commercial,12132300
202008,78712,Irrigation - Commercial,1980300
202008,78712,Large Volume,14922500
202008,78717,Irrigation - City of Austin,0
202008,78717,Austin Water Utility,1500
202008,78717,Irrigation - Commercial,14600000
202008,78717,City of Austin,10700
202008,78717,Commercial,5812800
202008,78719,Commercial,4414300
202008,78719,City of Austin,3608700
202008,78719,Austin Water Utility,311800
202008,78719,Wholesale,2346400
202008,78719,Irrigation - City of Austin,119400
202008,78719,Irrigation - Commercial,1087100
202008,78721,Irrigation - City of Austin,30100
202008,78721,Austin Water Utility,14800
202008,78721,Commercial,6093000
202008,78721,City of Austin,615900
202008,78721,Irrigation - Commercial,1392700
202008,78722,Commercial,3163700
202008,78722,City of Austin,16800
202008,78722,Irrigation - City of Austin,63800
202008,78722,Irrigation - Commercial,1849800
202008,78723,Commercial,15329500
202008,78723,Irrigation - Commercial,6698200
202008,78723,Austin Water Utility,79200
202008,78723,Irrigation - City of Austin,114800
202008,78723,City of Austin,5873000
202008,78724,Commercial,11411800
202008,78724,Irrigation - City of Austin,9400
202008,78724,Irrigation - Commercial,10725600
202008,78724,Austin Water Utility,0
202008,78724,City of Austin,12376100
202008,78725,City of Austin,302900
202008,78725,Wholesale,1209600
202008,78725,Austin Water Utility,245900
202008,78725,Irrigation - Commercial,618300
202008,78725,Large Volume,34610000
202008,78725,Commercial,7926000
202008,78726,Commercial,3923400
202008,78726,Austin Water Utility,1000
202008,78726,Irrigation - Commercial,5919600
202008,78726,City of Austin,27700
202008,78727,Irrigation - Commercial,13651900
202008,78727,City of Austin,56700
202008,78727,Commercial,17439400
202008,78727,Irrigation - City of Austin,0
202008,78728,Commercial,10172600
202008,78728,Wholesale,55589000
202008,78728,Irrigation - Commercial,9861400
202008,78729,Irrigation - City of Austin,229100
202008,78729,Irrigation - Commercial,9913100
202008,78729,City of Austin,56500
202008,78729,Commercial,12315200
202008,78729,Wholesale,43254300
202008,78730,Commercial,2911700
202008,78730,City of Austin,6300
202008,78730,Irrigation - Commercial,10290700
202008,78731,Austin Water Utility,0
202008,78731,Irrigation - Commercial,8156500
202008,78731,Irrigation - City of Austin,227300
202008,78731,City of Austin,99000
202008,78731,Commercial,15498900
202008,78732,Commercial,82300
202008,78732,Austin Water Utility,0
202008,78735,Wholesale,713900
202008,78735,City of Austin,117100
202008,78735,Commercial,9808500
202008,78735,Large Volume,20622000
202008,78735,Irrigation - Commercial,10140800
202008,78735,Austin Water Utility,0
202008,78736,Commercial,2251700
202008,78736,Irrigation - Commercial,841500
202008,78737,Irrigation - Commercial,335300
202008,78737,Wholesale,534500
202008,78737,Commercial,649400
